"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"15385";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-1932-887-5";"Online";"Special";"D";"85675";"06/03/2020";"700";"531.66";"0.1134";"42203.17";"EUR";"0.00";"6233"
"15386";"Royalty";"AUTH-1910";"AFT-2024-001";"978-87-3797-975-2";"Bibliotek";"Lydbog";"B";"80172";"08/04/2020";"282";"221.35";"0.0761";"4750.22";"DKK";"0.00";"6233"
"15387";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-4959-826-2";"Subskription";"Digital";"A";"88328";"23/03/2020";"447";"553.53";"0.2057";"50895.92";"DKK";"0.00";"6233"
"15388";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-3754-990-0";"E-bog";"Indbundet";"A";"99960";"15/02/2020";"565";"374.31";"0.1173";"24807.21";"DKK";"0.00";"6233"
"15389";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-1089-872-8";"E-bog";"Indbundet";"A";"90465";"05/04/2020";"770";"354.91";"0.0535";"14620.52";"DKK";"0.00";"6233"
"15390";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-9266-695-6";"Eksport";"Standard";"B";"83361";"18/03/2020";"1571";"575.35";"0.2215";"200208.28";"DKK";"0.00";"6233"
"15391";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-0394-731-0";"E-bog";"Klassiker";"B";"71579";"19/03/2020";"1587";"596.34";"0.2003";"189562.23";"DKK";"0.00";"6233"
"15392";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-1497-674-3";"Lydbog";"Special";"A";"81815";"04/03/2020";"123";"62.59";"0.0807";"621.27";"DKK";"0.00";"6233"
"15393";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-7319-850-6";"E-bog";"Standard";"D";"86739";"13/03/2020";"1711";"183.34";"0.2356";"73906.48";"DKK";"0.00";"6233"
"15394";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-6128-240-8";"Subskription";"Indbundet";"C";"79619";"21/03/2020";"1720";"326.09";"0.161";"90300.84";"DKK";"0.00";"6233"
"15395";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-0647-088-4";"Eksport";"Lydbog";"C";"55351";"15/03/2020";"913";"49.11";"0.2468";"11065.88";"DKK";"0.00";"6233"
"15396";"Frieksp";"AUTH-1910";"AFT-2024-001";"978-87-0275-879-5";"E-bog";"Standard";"D";"98629";"17/02/2020";"526";"535.78";"0.2258";"63635.02";"DKK";"0.00";"6233"
"15397";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-9436-596-3";"Bibliotek";"Standard";"A";"68278";"29/02/2020";"1525";"31.06";"0.227";"10752.20";"DKK";"0.00";"6233"
"15398";"Retur";"AUTH-1910";"AFT-2024-001";"978-87-3606-943-0";"Bibliotek";"Lydbog";"B";"77980";"22/03/2020";"-1591";"199.35";"0.0768";"-24358.34";"DKK";"0.00";"6233"
"15399";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-9596-170-6";"Online";"Standard";"C";"85612";"25/02/2020";"1929";"319.32";"0.1217";"74963.34";"DKK";"0.00";"6233"
"15400";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-9094-125-3";"Lydbog";"Klassiker";"B";"63373";"06/03/2020";"1821";"204.79";"0.0778";"29013.38";"DKK";"0.00";"6233"
"15401";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-8409-430-9";"Boghandel";"Digital";"B";"99030";"19/03/2020";"1038";"354.60";"0.1094";"40267.38";"DKK";"0.00";"6233"
"15402";"Korrektion";"AUTH-1910";"AFT-2024-001";"978-87-7054-719-2";"Subskription";"Special";"D";"94604";"23/03/2020";"1170";"257.08";"0.095";"28574.44";"DKK";"0.00";"6233"
"15403";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-0713-080-0";"Eksport";"Klassiker";"C";"84804";"09/03/2020";"1801";"117.96";"0.1808";"38410.23";"DKK";"0.00";"6233"
"15404";"Retur";"AUTH-1910";"AFT-2024-001";"978-87-4069-535-9";"Online";"Special";"B";"58170";"08/03/2020";"-1850";"434.32";"0.1496";"-120202.40";"DKK";"0.00";"6233"
"15405";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-3172-361-0";"Lydbog";"Klassiker";"B";"99473";"28/03/2020";"419";"101.48";"0.2155";"9163.09";"DKK";"0.00";"6233"
"15406";"Bonus";"AUTH-1910";"AFT-2024-001";"978-87-9594-087-9";"Subskription";"Standard";"A";"66656";"21/02/2020";"518";"383.27";"0.0561";"11137.75";"DKK";"0.00";"6233"
"15407";"Frieksp";"AUTH-1910";"AFT-2024-001";"978-87-7364-140-8";"Eksport";"Standard";"C";"77810";"01/03/2020";"1940";"129.62";"0.1276";"32086.65";"DKK";"0.00";"6233"
"15408";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-4618-028-6";"E-bog";"Standard";"C";"85333";"11/03/2020";"1046";"114.62";"0.0935";"11209.95";"DKK";"0.00";"6233"
"15409";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-1183-185-4";"Online";"Special";"D";"65786";"20/03/2020";"1824";"78.54";"0.1463";"20958.49";"DKK";"0.00";"6233"
"15410";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-0486-818-8";"Lydbog";"Lydbog";"D";"58192";"12/02/2020";"305";"60.37";"0.1062";"1955.44";"DKK";"0.00";"6233"
"15411";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-9832-144-6";"Bibliotek";"Standard";"D";"91325";"02/04/2020";"749";"591.42";"0.1757";"77830.46";"DKK";"0.00";"6233"
"15412";"Afgift";"AUTH-1910";"AFT-2024-001";"978-87-1468-704-5";"E-bog";"Digital";"D";"73815";"14/02/2020";"1521";"526.28";"0.0656";"52510.96";"DKK";"0.00";"6233"
"15413";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-5392-181-0";"Eksport";"Lydbog";"D";"75759";"26/02/2020";"1735";"423.16";"0.1858";"136411.13";"DKK";"0.00";"6233"
"15414";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-8899-070-6";"E-bog";"Klassiker";"A";"86802";"15/03/2020";"1627";"294.21";"0.097";"46431.93";"DKK";"0.00";"6233"
"15415";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-2102-152-8";"Lydbog";"Pocket";"B";"58002";"27/02/2020";"402";"183.14";"0.2151";"15836.15";"DKK";"0.00";"6233"
"15416";"Royalty";"AUTH-1910";"AFT-2024-001";"978-87-2257-177-0";"E-bog";"Lydbog";"A";"70069";"04/03/2020";"1229";"82.77";"0.121";"12308.64";"DKK";"0.00";"6233"
"15417";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-0360-714-6";"Lydbog";"Special";"D";"63328";"10/02/2020";"1185";"432.99";"0.1546";"79324.20";"DKK";"0.00";"6233"
"15418";"Royalty";"AUTH-1910";"AFT-2024-001";"978-87-5767-631-0";"Subskription";"Klassiker";"C";"56581";"22/03/2020";"1533";"190.66";"0.1906";"55708.91";"DKK";"0.00";"6233"
"15419";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-3947-800-0";"Lydbog";"Klassiker";"B";"78676";"06/03/2020";"102";"230.50";"0.2331";"5480.41";"DKK";"0.00";"6233"
"15420";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-3685-688-7";"Bibliotek";"Digital";"D";"91346";"16/03/2020";"1361";"64.97";"0.0626";"5535.35";"DKK";"0.00";"6233"
"15421";"Forskud";"AUTH-1910";"AFT-2024-001";"978-87-2904-505-2";"Subskription";"Pocket";"C";"75979";"19/03/2020";"1009";"150.03";"0.1977";"29927.88";"DKK";"0.00";"6233"
"15422";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-5972-237-4";"Boghandel";"Indbundet";"D";"70370";"25/02/2020";"50";"360.05";"0.0688";"1238.57";"DKK";"0.00";"6233"
"15423";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-8316-049-4";"E-bog";"Lydbog";"C";"52609";"27/03/2020";"795";"462.55";"0.1821";"66963.13";"DKK";"0.00";"6233"
"15424";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-7726-292-0";"Online";"Pocket";"A";"73460";"26/02/2020";"1035";"289.88";"0.0609";"18271.57";"DKK";"0.00";"6233"
"15425";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-8248-580-2";"Subskription";"Digital";"B";"88153";"18/03/2020";"286";"437.76";"0.1419";"17765.79";"DKK";"0.00";"6233"
"15426";"Bonus";"AUTH-1910";"AFT-2024-001";"978-87-7251-089-7";"Bibliotek";"Klassiker";"B";"85802";"18/02/2020";"863";"278.86";"0.0672";"16172.10";"DKK";"0.00";"6233"
"15427";"Bonus";"AUTH-1910";"AFT-2024-001";"978-87-8955-394-8";"Bibliotek";"Lydbog";"C";"84399";"21/02/2020";"710";"145.46";"0.1193";"12320.90";"DKK";"0.00";"6233"
"15428";"Retur";"AUTH-1910";"AFT-2024-001";"978-87-1110-559-7";"Online";"Standard";"C";"68430";"24/03/2020";"-1469";"293.07";"0.1637";"-70476.10";"DKK";"0.00";"6233"
"15429";"Salg";"AUTH-1910";"AFT-2024-001";"978-87-1324-262-7";"Online";"Lydbog";"B";"63917";"26/03/2020";"1041";"379.77";"0.1577";"62345.21";"DKK";"0.00";"6233"
"15430";"Retur";"AUTH-1910";"AFT-2024-001";"978-87-4560-356-4";"Bibliotek";"Standard";"C";"97799";"15/03/2020";"-783";"99.63";"0.1486";"-11592.33";"DKK";"0.00";"6233"
"15431";"Retur";"AUTH-1910";"AFT-2024-001";"978-87-6570-779-2";"Subskription";"Indbundet";"A";"62467";"11/02/2020";"-544";"361.05";"0.0844";"-16577.11";"DKK";"0.00";"6233"
