"TRANSNR","TRANSTYPE","KONTO","AFTALE","ARTNR","KANAL","PRISGRUPPE","VILKAR","BILAGSNR","BILAGSDATO","ANTAL","STKPRIS","STKAFREGNSATS","BELOEB","VALUTA","SKAT","AFREGNBATCH"
"17569","Frieksp","AUTH-0401","AFT-2025-023","978-87-3163-062-8","Bibliotek","Lydbog","A","98764","2023-09-09","1902","591.28","0.1108","124481.91","DKK","0.00","9217"
"17570","Salg","AUTH-0401","AFT-2025-023","978-87-3645-125-9","Boghandel","Standard","C","66476","2023-07-31","619","146.21","0.1891","17114.30","DKK","0.00","9217"
"17571","Salg","AUTH-0401","AFT-2025-023","978-87-7853-020-2","Lydbog","Lydbog","A","66827","2023-07-31","1182","411.12","0.1282","62298.00","DKK","0.00","9217"
"17572","XYZ123","AUTH-0401","AFT-2025-023","978-87-4720-207-9","Boghandel","Standard","A","67060","2023-08-20","-1218","212.60","0.2181","-56476.30","EUR","0.00","9217"
"17573","Diverse","AUTH-0401","AFT-2025-023","978-87-2916-520-0","Lydbog","Special","B","98904","2023-09-03","52","448.39","0.0575","1340.69","DKK","0.00","9217"
"17574","Salg","AUTH-0401","AFT-2025-023","978-87-7042-647-3","Eksport","Lydbog","D","75568","2023-07-12","1764","58.85","0.1345","13962.63","DKK","0.00","9217"
"17575","Frieksp","AUTH-0401","AFT-2025-023","978-87-8642-364-0","Bibliotek","Lydbog","A","73322","2023-09-08","1459","241.00","0.1275","44831.42","DKK","0.00","9217"
"17576","Salg","AUTH-0401","AFT-2025-023","978-87-0630-441-7","Online","Pocket","D","92626","2023-09-09","1896","259.53","0.2273","111847.26","DKK","0.00","9217"
"17577","Salg","AUTH-0401","AFT-2025-023","978-87-5256-103-1","Lydbog","Indbundet","C","94110","2023-08-06","772","370.48","0.242","69214.56","DKK","0.00","9217"
"17578","Salg","AUTH-0401","AFT-2025-023","978-87-8650-629-9","Lydbog","Digital","D","63713","2023-07-20","1042","213.55","0.2144","47708.10","DKK","0.00","9217"
"17579","Salg","AUTH-0401","AFT-2025-023","978-87-0291-069-8","Subskription","Lydbog","D","69106","2023-09-06","999","180.69","0.1318","23791.13","DKK","0.00","9217"
"17580","XYZ123","AUTH-0401","AFT-2025-023","978-87-8324-082-0","Eksport","Digital","B","73977","2023-08-01","150","344.55","0.0887","4584.24","EUR","0.00","9217"
"17581","Speciel","AUTH-0401","AFT-2025-023","978-87-2881-006-4","Bibliotek","Special","C","53169","2023-08-27","509","359.36","0.2354","43058.01","DKK","0.00","9217"
"17582","Salg","AUTH-0401","AFT-2025-023","978-87-6023-431-6","Online","Lydbog","D","72726","2023-07-29","706","289.20","0.2004","40916.71","DKK","0.00","9217"
"17583","Salg","AUTH-0401","AFT-2025-023","978-87-6060-771-4","Boghandel","Pocket","C","63179","2023-09-07","424","69.38","0.0659","1938.59","DKK","0.00","9217"
"17584","Royalty","AUTH-0401","AFT-2025-023","978-87-6337-259-6","Eksport","Pocket","B","73186","2023-08-10","358","496.35","0.1291","22940.21","DKK","0.00","9217"
"17585","Salg","AUTH-0401","AFT-2025-023","978-87-0076-720-1","Online","Standard","C","59278","2023-07-24","1626","53.78","0.2188","19133.25","SEK","0.00","9217"
"17586","Forskud","AUTH-0401","AFT-2025-023","978-87-0309-512-7","Online","Pocket","C","62051","2023-08-23","577","292.95","0.1008","17038.44","DKK","0.00","9217"
"17587","Forskud","AUTH-0401","AFT-2025-023","978-87-5426-999-7","Bibliotek","Lydbog","C","64055","2023-08-16","1025","172.52","0.0502","8877.02","DKK","0.00","9217"
"17588","Royalty","AUTH-0401","AFT-2025-023","978-87-8956-092-2","Online","Lydbog","D","51445","2023-07-18","608","313.78","0.2228","42505.39","DKK","0.00","9217"
"17589","Salg","AUTH-0401","AFT-2025-023","978-87-5853-654-5","Bibliotek","Pocket","B","60494","2023-08-17","515","149.62","0.2482","19124.88","DKK","0.00","9217"
"17590","Retur","AUTH-0401","AFT-2025-023","978-87-4223-417-4","Bibliotek","Pocket","D","57710","2023-07-19","-530","463.37","0.1631","-40055.09","DKK","0.00","9217"
"17591","Salg","AUTH-0401","AFT-2025-023","978-87-7853-020-2","Lydbog","Lydbog","A","66827","2023-07-31","1182","411.12","0.1282","62298.00","DKK","0.00","9217"
"17592","XYZ123","AUTH-0401","AFT-2025-023","978-87-4720-207-9","Boghandel","Standard","A","67060","2023-08-20","-1218","212.60","0.2181","-56476.30","EUR","0.00","9217"
"17593","Salg","AUTH-0401","AFT-2025-023","978-87-8650-629-9","Lydbog","Digital","D","63713","2023-07-20","1042","213.55","0.2144","47708.10","DKK","0.00","9217"
"17594","Frieksp","AUTH-0401","AFT-2025-023","978-87-8642-364-0","Bibliotek","Lydbog","A","73322","2023-09-08","1459","241.00","0.1275","44831.42","DKK","0.00","9217"
"17595","Frieksp","AUTH-0401","AFT-2025-023","978-87-8642-364-0","Bibliotek","Lydbog","A","73322","2023-09-08","1459","241.00","0.1275","44831.42","DKK","0.00","9217"
