"TRANSNR","TRANSTYPE","KONTO","AFTALE","ARTNR","KANAL","PRISGRUPPE","VILKAR","BILAGSNR","BILAGSDATO","ANTAL","STKPRIS","STKAFREGNSATS","BELOEB","VALUTA","SKAT","AFREGNBATCH"
"15274","Salg","AUTH-1203","AFT-2024-017","978-87-1855-256-1","Boghandel","Special","D","89995","01/05/2025","939","245.51","0.1469","33865.43","DKK","0.00","6359"
"15275","Retur","AUTH-1203","AFT-2024-017","","E-bog","Indbundet","A","70753","31/05/2025","-591","41.78","0.1776","-4385.30","DKK","0.00","6359"
"15276","Salg","AUTH-1203","AFT-2024-017","","Online","Special","D","80628","06/04/2025","1261","477.30","0.2132","128319.81","DKK","0.00","6359"
"15277","Afgift","AUTH-1203","AFT-2024-017","978-87-0413-796-3","Online","Klassiker","A","81532","09/05/2025","555","411.45","0.108","24662.31","DKK","0.00","6359"
"15278","Salg","AUTH-1203","AFT-2024-017","","Lydbog","Pocket","C","95042","01/06/2025","112","69.54","0.0945","736.01","SEK","0.00","6359"
"15279","Royalty","AUTH-1203","AFT-2024-017","978-87-4560-943-6","Lydbog","Indbundet","A","52890","15/04/2025","1886","116.51","0.0739","16238.63","DKK","0.00","6359"
"15280","Salg","AUTH-1203","AFT-2024-017","978-87-3540-357-0","Subskription","Digital","B","67067","08/05/2025","168","162.59","0.0897","2450.17","DKK","0.00","6359"
"15281","Salg","AUTH-1203","AFT-2024-017","978-87-2196-573-0","Eksport","Pocket","D","68850","15/05/2025","1686","240.42","0.067","27158.32","DKK","0.00","6359"
"15282","Diverse","AUTH-1203","AFT-2024-017","978-87-7664-712-4","Eksport","Standard","D","92061","28/04/2025","558","149.04","0.1962","16316.84","DKK","0.00","6359"
"15283","Afgift","AUTH-1203","AFT-2024-017","978-87-7515-798-3","Online","Indbundet","C","65204","05/05/2025","1713","53.57","0.1127","10341.96","DKK","0.00","6359"
"15284","Salg","AUTH-1203","AFT-2024-017","978-87-6063-017-0","Eksport","Lydbog","D","96997","12/04/2025","1714","540.21","0.154","142591.67","DKK","0.00","6359"
"15285","Salg","AUTH-1203","AFT-2024-017","","Lydbog","Indbundet","B","57616","23/04/2025","1688","349.09","0.2287","134764.66","DKK","0.00","6359"
"15286","Salg","AUTH-1203","AFT-2024-017","978-87-6515-138-0","Eksport","Digital","A","60069","29/04/2025","307","560.67","0.0842","14492.98","DKK","0.00","6359"
"15287","Salg","AUTH-1203","AFT-2024-017","978-87-3499-605-9","Eksport","Digital","C","85837","22/04/2025","308","589.30","0.1945","35302.61","DKK","0.00","6359"
"15288","Bonus","AUTH-1203","AFT-2024-017","978-87-7913-885-8","Online","Indbundet","B","52477","21/04/2025","187","231.72","0.1302","5641.78","DKK","0.00","6359"
"15289","Salg","AUTH-1203","AFT-2024-017","978-87-8829-917-5","Subskription","Klassiker","D","75707","29/05/2025","1094","33.33","0.2034","7416.58","DKK","0.00","6359"
"15290","Salg","AUTH-1203","AFT-2024-017","","Bibliotek","Indbundet","C","59654","07/04/2025","165","587.84","0.1327","12871.05","DKK","0.00","6359"
"15291","Salg","AUTH-1203","AFT-2024-017","978-87-7691-364-9","Boghandel","Standard","D","71756","24/05/2025","1323","283.63","0.2205","82740.97","DKK","0.00","6359"
"15292","Bonus","AUTH-1203","AFT-2024-017","978-87-2122-898-9","Subskription","Indbundet","D","56689","19/04/2025","650","148.34","0.1143","11020.92","DKK","0.00","6359"
"15293","Salg","AUTH-1203","AFT-2024-017","978-87-9426-736-6","Online","Standard","A","56991","24/05/2025","395","539.79","0.1152","24562.60","DKK","0.00","6359"
"15294","Retur","AUTH-1203","AFT-2024-017","978-87-4308-045-9","Online","Standard","A","71239","13/04/2025","-454","80.84","0.2044","-7501.76","DKK","0.00","6359"
"15295","Salg","AUTH-1203","AFT-2024-017","978-87-7691-713-5","Bibliotek","Special","C","68334","05/05/2025","707","351.16","0.0635","15765.15","DKK","0.00","6359"
"15296","Frieksp","AUTH-1203","AFT-2024-017","978-87-8471-271-5","Subskription","Klassiker","A","69924","13/04/2025","1249","574.92","0.0804","57733.24","DKK","0.00","6359"
"15297","Bonus","AUTH-1203","AFT-2024-017","","E-bog","Special","B","54551","28/04/2025","1889","487.28","0.1401","128958.12","DKK","0.00","6359"
"15298","Salg","AUTH-1203","AFT-2024-017","978-87-0227-961-0","Bibliotek","Indbundet","B","52222","04/04/2025","1350","308.74","0.2402","100115.12","DKK","0.00","6359"
"15299","Salg","AUTH-1203","AFT-2024-017","","Lydbog","Standard","C","96162","17/04/2025","1122","434.80","0.1601","78104.08","DKK","0.00","6359"
"15300","Salg","AUTH-1203","AFT-2024-017","978-87-5405-256-8","Boghandel","Klassiker","D","51577","27/04/2025","1610","174.53","0.1983","55720.97","DKK","0.00","6359"
"15301","Frieksp","AUTH-1203","AFT-2024-017","","Bibliotek","Pocket","B","61703","16/05/2025","1646","357.41","0.1168","68713.07","DKK","0.00","6359"
"15302","Forskud","AUTH-1203","AFT-2024-017","978-87-6229-822-4","Bibliotek","Standard","D","70959","28/04/2025","674","36.87","0.0989","2457.70","DKK","0.00","6359"
"15303","Salg","AUTH-1203","AFT-2024-017","978-87-4842-094-6","Boghandel","Pocket","B","96650","30/04/2025","192","327.92","0.1091","6869.01","DKK","0.00","6359"
