"TRANSNR","TRANSTYPE","KONTO","AFTALE","ARTNR","KANAL","PRISGRUPPE","VILKAR","BILAGSNR","BILAGSDATO","ANTAL","STKPRIS","STKAFREGNSATS","BELOEB","VALUTA","SKAT","AFREGNBATCH"
"11956","Retur","AUTH-0734","AFT-2021-004","978-87-9926-653-1","Online","Standard","A","90201","2025-07-06","-1474","249.56","0.0723","-26595.66","DKK","0.00","9503"
"11957","Royalty","AUTH-0734","AFT-2021-004","","Online","Standard","D","98906","2025-06-01","1470","441.24","0.2358","152945.26","DKK","0.00","9503"
"11958","Afgift","AUTH-0734","AFT-2021-004","978-87-3927-687-3","Subskription","Indbundet","D","65822","2025-07-18","1360","82.58","0.1903","21372.36","DKK","0.00","9503"
"11959","Salg","AUTH-0734","AFT-2021-004","978-87-7967-060-0","Lydbog","Pocket","A","65007","2025-06-19","749","236.99","0.1782","31631.48","DKK","0.00","9503"
"11960","Retur","AUTH-0734","AFT-2021-004","978-87-1625-069-8","Eksport","Klassiker","B","99159","2025-06-12","-1142","378.41","0.2369","-102374.97","DKK","0.00","9503"
"11961","Salg","AUTH-0734","AFT-2021-004","978-87-9897-014-9","Eksport","Indbundet","D","81850","2025-06-12","1358","586.01","0.1792","142607.64","DKK","0.00","9503"
"11962","Salg","AUTH-0734","AFT-2021-004","","Lydbog","Lydbog","B","92496","2025-06-27","1977","115.83","0.1144","26197.13","DKK","0.00","9503"
"11963","Retur","AUTH-0734","AFT-2021-004","","Boghandel","Klassiker","B","88366","2025-05-24","-1676","215.86","0.0648","-23443.43","DKK","0.00","9503"
"11964","Royalty","AUTH-0734","AFT-2021-004","978-87-9812-130-5","Online","Klassiker","C","92935","2025-05-28","97","412.69","0.1612","6452.99","DKK","0.00","9503"
"11965","Salg","AUTH-0734","AFT-2021-004","978-87-6990-867-6","Lydbog","Digital","C","54021","2025-05-24","262","141.85","0.2364","8785.74","DKK","0.00","9503"
"11966","Salg","AUTH-0734","AFT-2021-004","","Lydbog","Standard","D","84754","2025-07-08","1241","108.77","0.2476","33421.93","DKK","0.00","9503"
"11967","Bonus","AUTH-0734","AFT-2021-004","978-87-1864-176-0","Online","Pocket","A","64637","2025-07-04","130","393.05","0.1755","8967.44","DKK","0.00","9503"
"11968","Salg","AUTH-0734","AFT-2021-004","978-87-1693-683-7","Online","Pocket","D","77120","2025-05-24","649","549.53","0.1719","61307.27","DKK","0.00","9503"
"11969","Royalty","AUTH-0734","AFT-2021-004","978-87-2391-932-8","Eksport","Indbundet","A","91619","2025-05-29","704","109.57","0.2299","17733.86","DKK","0.00","9503"
"11970","Royalty","AUTH-0734","AFT-2021-004","","Boghandel","Pocket","D","70514","2025-05-31","658","511.17","0.0831","27950.67","DKK","0.00","9503"
"11971","Salg","AUTH-0734","AFT-2021-004","978-87-8436-868-4","Lydbog","Special","C","70257","2025-05-24","232","526.22","0.2268","27688.43","DKK","0.00","9503"
"11972","Salg","AUTH-0734","AFT-2021-004","978-87-9805-877-9","Online","Standard","D","88917","2025-06-11","175","508.47","0.1135","10099.49","DKK","0.00","9503"
"11973","Salg","AUTH-0734","AFT-2021-004","978-87-2787-902-4","Subskription","Lydbog","D","51036","2025-05-29","1889","232.72","0.0696","30596.72","DKK","0.00","9503"
"11974","Salg","AUTH-0734","AFT-2021-004","978-87-6266-032-8","Eksport","Pocket","D","50439","2025-06-23","390","214.32","0.1094","9144.18","DKK","0.00","9503"
"11975","Salg","AUTH-0734","AFT-2021-004","978-87-9977-379-4","Lydbog","Indbundet","C","87936","2025-06-20","401","372.32","0.1218","18184.78","DKK","0.00","9503"
"11976","Retur","AUTH-0734","AFT-2021-004","978-87-2474-111-9","Subskription","Indbundet","A","79887","2025-07-18","-982","414.29","0.2475","-100691.11","DKK","0.00","9503"
"11977","Salg","AUTH-0734","AFT-2021-004","","E-bog","Klassiker","D","60509","2025-07-13","748","569.45","0.1083","46130.23","DKK","0.00","9503"
"11978","Salg","AUTH-0734","AFT-2021-004","978-87-5630-829-8","Online","Standard","A","86609","2025-06-29","1975","124.49","0.1005","24709.71","DKK","0.00","9503"
"11979","ForskudMod","AUTH-0734","AFT-2021-004","","Eksport","Pocket","B","99970","2025-06-11","1304","281.12","0.1933","70860.01","DKK","0.00","9503"
"11980","Salg","AUTH-0734","AFT-2021-004","978-87-7201-970-3","Lydbog","Indbundet","B","94133","2025-06-05","1128","197.78","0.159","35472.24","DKK","0.00","9503"
"11981","Salg","AUTH-0734","AFT-2021-004","978-87-6365-129-5","Eksport","Lydbog","B","94854","2025-05-25","1498","445.73","0.1207","80591.82","DKK","0.00","9503"
"11982","Salg","AUTH-0734","AFT-2021-004","","Bibliotek","Standard","A","63749","2025-05-20","1797","128.35","0.188","43361.25","DKK","0.00","9503"
"11983","Korrektion","AUTH-0734","AFT-2021-004","978-87-5028-303-4","Boghandel","Special","B","91926","2025-07-11","1372","184.57","0.0785","19878.56","DKK","0.00","9503"
"11984","Salg","AUTH-0734","AFT-2021-004","978-87-9169-280-2","Online","Special","C","75978","2025-07-04","1771","374.88","0.2242","148849.18","DKK","0.00","9503"
"11985","Salg","AUTH-0734","AFT-2021-004","978-87-8740-330-6","Boghandel","Special","D","51236","2025-05-24","521","242.67","0.232","29332.01","DKK","0.00","9503"
"11986","Salg","AUTH-0734","AFT-2021-004","","Eksport","Special","C","82099","2025-05-26","57","86.77","0.1958","968.41","DKK","0.00","9503"
"11987","Frieksp","AUTH-0734","AFT-2021-004","978-87-2809-241-5","Bibliotek","Pocket","D","92873","2025-05-21","244","234.05","0.1136","6487.49","DKK","0.00","9503"
"11988","Frieksp","AUTH-0734","AFT-2021-004","978-87-1525-523-6","Lydbog","Klassiker","D","53145","2025-06-24","1427","122.50","0.1821","31832.45","SEK","0.00","9503"
"11989","ForskudMod","AUTH-0734","AFT-2021-004","","Subskription","Klassiker","B","98899","2025-06-10","1018","596.19","0.0849","51527.63","DKK","0.00","9503"
"11990","Salg","AUTH-0734","AFT-2021-004","978-87-1152-558-6","Lydbog","Indbundet","A","96145","2025-06-17","1405","277.72","0.0863","33673.97","DKK","0.00","9503"
"11991","Bonus","AUTH-0734","AFT-2021-004","978-87-3174-890-3","Lydbog","Klassiker","B","84973","2025-06-11","1986","165.36","0.1009","33136.06","DKK","0.00","9503"
"11992","Royalty","AUTH-0734","AFT-2021-004","","Boghandel","Digital","D","52961","2025-05-31","1354","445.83","0.1693","102198.59","NOK","0.00","9503"
"11993","Retur","AUTH-0734","AFT-2021-004","978-87-7577-991-8","E-bog","Digital","C","85930","2025-06-26","-220","417.26","0.2071","-19011.20","DKK","0.00","9503"
"11994","Salg","AUTH-0734","AFT-2021-004","","E-bog","Indbundet","C","73373","2025-07-13","2","342.64","0.2458","168.44","DKK","0.00","9503"
