"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"13621";"GarGlobal";"AUTH-1809";"AFT-2020-011";"978-87-5686-345-2";"E-bog";"Special";"A";"68334";"11-08-2023";"1351";"186.36";"0.1683";"42373.29";"DKK";"0.00";"7685"
"13622";"Salg";"AUTH-1809";"AFT-2020-011";"978-87-9925-583-2";"Online";"Standard";"D";"85042";"09-08-2023";"112";"36.12";"0.21";"849.54";"DKK";"0.00";"7685"
"13623";"Salg";"AUTH-1809";"AFT-2020-011";"978-87-3449-108-0";"E-bog";"Lydbog";"D";"85804";"22-08-2023";"1061";"227.97";"0.0965";"23341.05";"DKK";"0.00";"7685"
"13624";"Salg";"AUTH-1809";"AFT-2020-011";"978-87-2778-340-6";"Boghandel";"Klassiker";"B";"62314";"07-09-2023";"1018";"361.68";"0.1871";"68888.39";"DKK";"0.00";"7685"
"13625";"Salg";"AUTH-1809";"AFT-2020-011";"978-87-7177-110-7";"Lydbog";"Standard";"A";"82206";"14-09-2023";"463";"191.84";"0.0849";"7540.98";"DKK";"0.00";"7685"
"13626";"Salg";"AUTH-1809";"AFT-2020-011";"978-87-7417-918-4";"Eksport";"Standard";"D";"54074";"06-09-2023";"558";"393.48";"0.0512";"11241.57";"DKK";"0.00";"7685"
"13627";"Salg";"AUTH-1809";"AFT-2020-011";"978-87-0214-890-9";"Subskription";"Standard";"A";"66202";"02-09-2023";"523";"551.03";"0.0659";"18991.63";"DKK";"0.00";"7685"
"13628";"Salg";"AUTH-1809";"AFT-2020-011";"978-87-7724-437-7";"Boghandel";"Indbundet";"A";"54947";"11-08-2023";"1456";"269.24";"0.1078";"42259.05";"DKK";"0.00";"7685"
"13629";"GarGlobal";"AUTH-1809";"AFT-2020-011";"978-87-9158-336-0";"E-bog";"Lydbog";"C";"81941";"06-08-2023";"1934";"216.77";"0.202";"84685.10";"DKK";"0.00";"7685"
"13630";"Salg";"AUTH-1809";"AFT-2020-011";"978-87-7192-908-9";"E-bog";"Klassiker";"A";"58605";"12-09-2023";"1615";"157.55";"0.2386";"60710.16";"DKK";"0.00";"7685"
