"TRANSNR","TRANSTYPE","KONTO","AFTALE","ARTNR","KANAL","PRISGRUPPE","VILKAR","BILAGSNR","BILAGSDATO","ANTAL","STKPRIS","STKAFREGNSATS","BELOEB","VALUTA","SKAT","AFREGNBATCH"
"16724","GarGlobal","AUTH-1405","AFT-2021-028","978-87-9320-024-1","Subskription","Special","A","75876","12.05.2019","319","272.81","0.6322","55018.08","DKK","0.00","9175"
"16725","Salg","AUTH-1405","AFT-2021-028","978-87-0693-712-7","Eksport","Standard","C","85382","18.05.2019","211","341.46","-0.05","15821.75","DKK","0.00","9175"
"16726","Salg","AUTH-1405","AFT-2021-028","978-87-0638-151-7","Boghandel","Pocket","D","68213","20.05.2019","1061","472.39","0.1918","96131.27","DKK","0.00","9175"
"16727","Korrektion","AUTH-1405","AFT-2021-028","978-87-7002-100-5","Online","Special","D","84776","30.03.2019","1353","597.72","0.7836","633709.20","SEK","0.00","9175"
"16728","Salg","AUTH-1405","AFT-2021-028","978-87-5680-428-8","Eksport","Lydbog","B","64733","14.05.2019","734","37.04","0.6975","18963.18","DKK","0.00","9175"
"16729","Royalty","AUTH-1405","AFT-2021-028","978-87-3473-835-2","Subskription","Standard","D","91685","16.04.2019","364","402.92","0.2012","29508.57","DKK","0.00","9175"
"16730","GarGlobal","AUTH-1405","AFT-2021-028","978-87-7188-303-9","E-bog","Standard","C","80339","03.04.2019","1452","421.91","-0.05","34735.18","DKK","0.00","9175"
"16731","Salg","AUTH-1405","AFT-2021-028","978-87-9856-706-6","Eksport","Standard","C","75718","14.04.2019","1507","135.56","0.1245","25433.97","DKK","0.00","9175"
"16732","Salg","AUTH-1405","AFT-2021-028","978-87-7618-574-9","Subskription","Digital","D","58391","28.05.2019","496","317.11","0.1372","21579.72","DKK","0.00","9175"
"16733","Retur","AUTH-1405","AFT-2021-028","978-87-1818-538-7","Boghandel","Pocket","C","95034","03.05.2019","-138","401.83","0.1031","-5717.16","DKK","0.00","9175"
"16734","Salg","AUTH-1405","AFT-2021-028","978-87-0095-782-4","Boghandel","Digital","A","55830","11.05.2019","1474","360.30","0.1035","54967.01","DKK","0.00","9175"
"16735","Royalty","AUTH-1405","AFT-2021-028","978-87-4827-215-6","Eksport","Indbundet","B","82963","08.05.2019","715","56.61","0.7234","29280.45","DKK","0.00","9175"
"16736","Salg","AUTH-1405","AFT-2021-028","978-87-1874-064-7","Boghandel","Standard","D","66257","26.04.2019","1165","117.79","0.0838","11499.48","DKK","0.00","9175"
"16737","Retur","AUTH-1405","AFT-2021-028","978-87-2022-949-9","E-bog","Lydbog","C","91436","10.04.2019","-579","505.78","0.2432","-71220.30","DKK","0.00","9175"
"16738","Salg","AUTH-1405","AFT-2021-028","978-87-8470-717-9","Lydbog","Klassiker","C","73357","03.04.2019","493","485.05","0.1833","43832.46","DKK","0.00","9175"
"16739","Frieksp","AUTH-1405","AFT-2021-028","978-87-9947-659-6","E-bog","Standard","A","54437","08.04.2019","1044","188.45","0.1422","27976.68","DKK","0.00","9175"
"16740","Salg","AUTH-1405","AFT-2021-028","978-87-6810-696-7","E-bog","Indbundet","B","65991","17.05.2019","212","140.78","0.2131","6360.05","DKK","0.00","9175"
"16741","Salg","AUTH-1405","AFT-2021-028","978-87-1023-477-9","Online","Indbundet","D","93546","06.04.2019","1409","58.29","0.144","11826.81","DKK","0.00","9175"
"16742","Salg","AUTH-1405","AFT-2021-028","978-87-8139-372-6","Subskription","Pocket","B","82156","03.05.2019","1157","596.84","0.1589","109727.42","DKK","0.00","9175"
"16743","Frieksp","AUTH-1405","AFT-2021-028","978-87-1081-440-7","Online","Pocket","B","77050","30.03.2019","1704","368.54","0.0928","58277.67","DKK","0.00","9175"
"16744","Diverse","AUTH-1405","AFT-2021-028","978-87-2148-463-7","E-bog","Indbundet","B","55907","28.04.2019","599","256.28","0.1402","21522.34","DKK","0.00","9175"
"16745","Salg","AUTH-1405","AFT-2021-028","978-87-6330-727-7","Subskription","Pocket","C","72420","15.05.2019","1341","151.08","0.0632","12804.21","DKK","0.00","9175"
"16746","Diverse","AUTH-1405","AFT-2021-028","978-87-4695-614-0","Subskription","Digital","D","77169","19.05.2019","1962","123.64","0.1859","45095.93","DKK","0.00","9175"
"16747","Salg","AUTH-1405","AFT-2021-028","978-87-2033-009-6","Bibliotek","Pocket","B","90315","02.05.2019","1092","583.89","0.2072","132112.35","DKK","0.00","9175"
"16748","Frieksp","AUTH-1405","AFT-2021-028","978-87-4342-881-7","Subskription","Standard","C","76166","05.04.2019","1853","523.40","","209198.85","DKK","0.00","9175"
"16749","Salg","AUTH-1405","AFT-2021-028","978-87-7228-711-9","Lydbog","Klassiker","B","86028","09.05.2019","848","192.72","0.8559","139876.79","DKK","0.00","9175"
"16750","GarGlobalMod","AUTH-1405","AFT-2021-028","978-87-3202-535-5","Subskription","Pocket","B","99162","18.04.2019","474","379.80","0.2271","40883.72","DKK","0.00","9175"
"16751","Salg","AUTH-1405","AFT-2021-028","978-87-6560-741-2","Boghandel","Pocket","D","54981","08.05.2019","857","334.80","0.1541","44214.93","DKK","0.00","9175"
"16752","Salg","AUTH-1405","AFT-2021-028","978-87-4198-553-4","Subskription","Indbundet","D","92531","11.05.2019","1083","355.76","0.2118","81604.02","DKK","0.00","9175"
"16753","Forskud","AUTH-1405","AFT-2021-028","978-87-0956-148-0","Bibliotek","Lydbog","A","88566","02.04.2019","1657","333.31","0.2456","135643.57","DKK","0.00","9175"
"16754","Salg","AUTH-1405","AFT-2021-028","978-87-3871-344-7","Lydbog","Indbundet","B","89000","17.05.2019","496","351.34","0.1183","20615.51","DKK","0.00","9175"
"16755","Salg","AUTH-1405","AFT-2021-028","978-87-3594-645-9","E-bog","Digital","D","60390","14.05.2019","980","232.53","0.1907","43456.60","DKK","0.00","9175"
"16756","Salg","AUTH-1405","AFT-2021-028","978-87-8796-020-5","Subskription","Digital","B","66297","01.05.2019","632","95.89","0.1172","7102.61","DKK","0.00","9175"
"16757","Salg","AUTH-1405","AFT-2021-028","978-87-6463-121-0","Boghandel","Lydbog","A","64603","21.05.2019","1520","115.18","0.0997","17454.84","DKK","0.00","9175"
"16758","Salg","AUTH-1405","AFT-2021-028","978-87-9295-124-3","Boghandel","Lydbog","A","91495","09.04.2019","1396","399.30","0.0526","29320.44","DKK","0.00","9175"
"16759","Salg","AUTH-1405","AFT-2021-028","978-87-9132-531-1","Lydbog","Klassiker","A","53203","14.05.2019","1642","88.81","0.2212","32256.72","DKK","0.00","9175"
"16760","Salg","AUTH-1405","AFT-2021-028","978-87-7003-185-1","Eksport","Lydbog","B","51711","10.05.2019","151","139.18","0.0843","1771.66","DKK","0.00","9175"
"16761","Retur","AUTH-1405","AFT-2021-028","978-87-6585-550-9","Online","Digital","A","98105","12.04.2019","-1560","506.70","0.2149","-169868.13","DKK","0.00","9175"
"16762","Korrektion","AUTH-1405","AFT-2021-028","978-87-0374-086-7","Boghandel","Indbundet","A","53182","23.05.2019","1598","478.27","0.2101","160574.27","DKK","0.00","9175"
"16763","Diverse","AUTH-1405","AFT-2021-028","978-87-2148-463-7","E-bog","Indbundet","B","55907","28.04.2019","599","256.28","0.1402","21522.34","DKK","0.00","9175"
"16764","Salg","AUTH-1405","AFT-2021-028","978-87-9856-706-6","Eksport","Standard","C","75718","14.04.2019","1507","135.56","0.1245","25433.97","DKK","0.00","9175"
"16765","Salg","AUTH-1405","AFT-2021-028","978-87-7618-574-9","Subskription","Digital","D","58391","28.05.2019","496","317.11","0.1372","21579.72","DKK","0.00","9175"
"16766","Frieksp","AUTH-1405","AFT-2021-028","978-87-4342-881-7","Subskription","Standard","C","76166","05.04.2019","1853","523.40","","209198.85","DKK","0.00","9175"
