"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"14122";"Salg";"AUTH-0734";"AFT-2023-090";"978-87-1637-980-1";"Eksport";"Lydbog";"A";"63996";"2026-08-21";"74";"183.25";"0.2321";"3141.63";"DKK";"0.00";"5184"
"14123";"Royalty";"AUTH-0734";"AFT-2023-090";"978-87-7015-242-6";"Lydbog";"Digital";"D";"58279";"2026-10-10";"548";"191.36";"0.0675";"7078.41";"EUR";"0.00";"5184"
"14124";"Salg";"AUTH-0734";"AFT-2023-090";"978-87-6740-092-9";"Subskription";"Pocket";"A";"67269";"2026-09-27";"1496";"223.81";"0.2052";"68705.01";"SEK";"0.00";"5184"
"14125";"Forskud";"AUTH-0734";"AFT-2023-090";"978-87-8180-343-0";"Boghandel";"Digital";"B";"52746";"2026-10-03";"61";"550.44";"0.0709";"2107.69";"DKK";"0.00";"5184"
"14126";"Retur";"AUTH-0734";"AFT-2023-090";"978-87-7598-685-9";"E-bog";"Indbundet";"C";"83178";"2026-08-29";"-1136";"85.04";"0.242";"-23378.52";"SEK";"0.00";"5184"
"14127";"Bonus";"AUTH-0734";"AFT-2023-090";"978-87-7482-232-5";"E-bog";"Lydbog";"C";"60818";"2026-08-28";"1620";"335.67";"0.2441";"132738.02";"DKK";"0.00";"5184"
"14128";"Retur";"AUTH-0734";"AFT-2023-090";"978-87-7174-265-7";"Boghandel";"Indbundet";"D";"69558";"2026-10-02";"-1670";"495.55";"0.159";"-131583.39";"DKK";"0.00";"5184"
"14129";"Frieksp";"AUTH-0734";"AFT-2023-090";"978-87-4501-160-4";"Eksport";"Digital";"A";"86343";"2026-08-29";"1660";"87.15";"0.2101";"30041.55";"DKK";"0.00";"5184"
"14130";"Salg";"AUTH-0734";"AFT-2023-090";"978-87-2109-692-2";"E-bog";"Special";"A";"97916";"2026-09-16";"838";"447.52";"0.0685";"25549.72";"DKK";"0.00";"5184"
"14131";"Salg";"AUTH-0734";"AFT-2023-090";"978-87-1092-443-4";"Boghandel";"Special";"B";"78545";"2026-08-31";"373";"362.91";"0.1994";"26998.96";"NOK";"0.00";"5184"
"14132";"GarGlobal";"AUTH-0734";"AFT-2023-090";"978-87-9617-247-7";"E-bog";"Special";"C";"63674";"2026-09-24";"1859";"474.57";"0.2108";"185973.16";"DKK";"0.00";"5184"
"14133";"Salg";"AUTH-0734";"AFT-2023-090";"978-87-4462-037-1";"Lydbog";"Digital";"D";"54803";"2026-09-11";"577";"559.79";"0.1963";"63404.67";"DKK";"0.00";"5184"
"14134";"Salg";"AUTH-0734";"AFT-2023-090";"978-87-2142-114-4";"E-bog";"Special";"D";"65137";"2026-08-16";"51";"293.73";"0.1617";"2422.30";"DKK";"0.00";"5184"
"14135";"Retur";"AUTH-0734";"AFT-2023-090";"978-87-0703-839-7";"Subskription";"Indbundet";"B";"59370";"2026-09-28";"-598";"128.36";"0.0729";"-5481.75";"DKK";"0.00";"5184"
"14136";"Salg";"AUTH-0734";"AFT-2023-090";"978-87-4922-257-0";"Eksport";"Standard";"D";"69056";"2026-09-27";"1636";"493.18";"0.0695";"56075.55";"DKK";"0.00";"5184"
"14137";"Salg";"AUTH-0734";"AFT-2023-090";"978-87-9524-143-3";"Subskription";"Standard";"C";"96797";"2026-09-26";"1305";"189.76";"0.2165";"53613.37";"DKK";"0.00";"5184"
"14138";"Korrektion";"AUTH-0734";"AFT-2023-090";"978-87-7180-120-0";"Bibliotek";"Special";"D";"90606";"2026-10-11";"790";"147.94";"0.1208";"14367.78";"DKK";"0.00";"5184"
