"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"13214";"Frieksp";"AUTH-0042";"AFT-2020-055";"978-87-2014-876-9";"Boghandel";"Special";"B";"78778";"2019-05-20";"97";"384.42";"0.1403";"5231.61";"DKK";"0.00";"1840"
"13215";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-2195-693-6";"Bibliotek";"Standard";"A";"77687";"2019-05-06";"1617";"132.02";"0.1249";"26663.19";"DKK";"0.00";"1840"
"13216";"Retur";"AUTH-0042";"AFT-2020-055";"978-87-1588-445-0";"Boghandel";"Special";"D";"67326";"2019-07-03";"-260";"153.67";"0.1";"-3995.42";"DKK";"0.00";"1840"
"13217";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-2089-676-9";"Boghandel";"Lydbog";"A";"76995";"2019-06-25";"1530";"49.35";"0.0617";"4658.69";"DKK";"0.00";"1840"
"13218";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-1751-967-1";"Online";"Pocket";"A";"51799";"2019-06-01";"1209";"481.03";"0.2281";"132655.04";"DKK";"0.00";"1840"
"13219";"Retur";"AUTH-0042";"AFT-2020-055";"978-87-4342-207-5";"Lydbog";"Special";"C";"94880";"2019-05-11";"-1694";"56.51";"0.1074";"-10281.18";"DKK";"0.00";"1840"
"13220";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-8749-958-3";"Eksport";"Special";"B";"69205";"2019-07-04";"1161";"139.48";"0.13";"21051.72";"DKK";"0.00";"1840"
"13221";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-6787-388-4";"Lydbog";"Lydbog";"D";"52168";"2019-05-19";"118";"97.15";"0.0627";"718.77";"EUR";"0.00";"1840"
"13222";"Retur";"AUTH-0042";"AFT-2020-055";"978-87-8352-237-7";"Online";"Lydbog";"B";"84359";"2019-06-25";"-1012";"220.82";"0.104";"-23240.86";"DKK";"0.00";"1840"
"13223";"Frieksp";"AUTH-0042";"AFT-2020-055";"978-87-8968-460-4";"E-bog";"Pocket";"B";"56870";"2019-06-20";"571";"510.36";"0.6177";"180007.39";"DKK";"0.00";"1840"
"13224";"Frieksp";"AUTH-0042";"AFT-2020-055";"978-87-4279-339-8";"E-bog";"Lydbog";"C";"69518";"2019-07-01";"1170";"296.74";"0.0765";"26559.71";"DKK";"0.00";"1840"
"13225";"Retur";"AUTH-0042";"AFT-2020-055";"978-87-0476-102-1";"Boghandel";"Lydbog";"D";"92499";"2019-06-23";"-1977";"377.48";"0.1355";"-101120.66";"DKK";"0.00";"1840"
"13226";"Retur";"AUTH-0042";"AFT-2020-055";"978-87-0437-702-4";"Bibliotek";"Indbundet";"A";"52154";"2019-07-01";"-1266";"405.66";"0.1417";"-72772.24";"DKK";"0.00";"1840"
"13227";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-2372-464-9";"Online";"Indbundet";"D";"85212";"2019-05-31";"1581";"215.17";"0.5538";"188393.77";"DKK";"0.00";"1840"
"13228";"Retur";"AUTH-0042";"AFT-2020-055";"978-87-0656-322-7";"Subskription";"Standard";"A";"57560";"2019-06-23";"-1379";"259.99";"0.171";"-61307.98";"DKK";"0.00";"1840"
"13229";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-5927-291-6";"Subskription";"Special";"C";"59557";"2019-06-23";"831";"369.59";"0.2388";"73342.47";"DKK";"0.00";"1840"
"13230";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-3841-875-5";"Subskription";"Klassiker";"B";"55677";"2019-05-30";"1620";"519.94";"0.2433";"204932.27";"DKK";"0.00";"1840"
"13231";"Forskud";"AUTH-0042";"AFT-2020-055";"978-87-4588-366-9";"Eksport";"Indbundet";"D";"93443";"2019-05-21";"29";"314.28";"0.1619";"1475.58";"DKK";"0.00";"1840"
"13232";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-3615-926-1";"Lydbog";"Pocket";"B";"51450";"2019-06-08";"850";"327.25";"0.5594";"155604.10";"DKK";"0.00";"1840"
"13233";"Forskud";"AUTH-0042";"AFT-2020-055";"978-87-0002-275-1";"Lydbog";"Indbundet";"D";"51032";"2019-06-17";"28";"380.44";"0.1884";"2006.90";"DKK";"0.00";"1840"
"13234";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-8033-714-1";"Eksport";"Digital";"A";"68919";"2019-06-05";"291";"418.16";"0.0932";"11341.00";"DKK";"0.00";"1840"
"13235";"Royalty";"AUTH-0042";"AFT-2020-055";"978-87-3922-689-2";"Subskription";"Pocket";"D";"82685";"2019-05-16";"571";"527.32";"0.1155";"34777.02";"DKK";"0.00";"1840"
"13236";"Korrektion";"AUTH-0042";"AFT-2020-055";"978-87-3698-324-8";"E-bog";"Pocket";"B";"83755";"2019-07-03";"61";"416.36";"0.0848";"2153.75";"DKK";"0.00";"1840"
"13237";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-1618-098-8";"Subskription";"Klassiker";"C";"97436";"2019-06-10";"1678";"457.40";"0.17";"130477.92";"DKK";"0.00";"1840"
"13238";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-2724-452-5";"Bibliotek";"Standard";"B";"75539";"2019-05-14";"381";"305.32";"0.1705";"19833.74";"DKK";"0.00";"1840"
"13239";"Forskud";"AUTH-0042";"AFT-2020-055";"978-87-7222-155-7";"Online";"Digital";"B";"75713";"2019-05-12";"488";"113.03";"0.06";"3309.52";"DKK";"0.00";"1840"
"13240";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-7451-165-6";"Subskription";"Digital";"B";"77661";"2019-05-10";"1669";"429.60";"0.2061";"147774.19";"DKK";"0.00";"1840"
"13241";"Salg";"AUTH-0042";"AFT-2020-055";"978-87-4951-339-5";"Lydbog";"Special";"B";"98198";"2019-07-05";"871";"272.42";"0.1943";"46103.08";"DKK";"0.00";"1840"
"13242";"Royalty";"AUTH-0042";"AFT-2020-055";"978-87-6647-118-0";"Bibliotek";"Digital";"B";"60160";"2019-06-17";"176";"150.70";"0.5515";"14627.54";"DKK";"0.00";"1840"
