"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"17165";"Salg";"AUTH-1405";"AFT-2022-007";"978-87-7650-128-0";"Boghandel";"Digital";"A";"95935";"12-02-2018";"1298";"57.37";"0.1773";"13202.87";"DKK";"0.00";"6543"
"17166";"Salg";"AUTH-1405";"AFT-2022-007";"978-87-2764-251-2";"Boghandel";"Pocket";"A";"51283";"14-02-2018";"359";"205.83";"0.6482";"47897.42";"DKK";"0.00";"6543"
"17167";"Salg";"AUTH-1405";"AFT-2022-007";"978-87-1224-617-6";"Subskription";"Standard";"B";"97474";"25-02-2018";"589";"440.45";"0.1958";"50795.42";"DKK";"0.00";"6543"
"17168";"Royalty";"AUTH-1405";"AFT-2022-007";"978-87-6966-154-0";"Boghandel";"Digital";"D";"57947";"21-01-2018";"816";"103.57";"0.8257";"69782.48";"NOK";"0.00";"6543"
"17169";"Salg";"AUTH-1405";"AFT-2022-007";"978-87-2927-565-7";"Subskription";"Digital";"A";"89773";"21-02-2018";"907";"87.26";"0.0659";"5215.64";"DKK";"0.00";"6543"
"17170";"GarGlobalMod";"AUTH-1405";"AFT-2022-007";"978-87-3506-786-4";"Eksport";"Lydbog";"A";"73000";"11-01-2018";"565";"420.04";"0.6272";"148848.73";"SEK";"0.00";"6543"
"17171";"Salg";"AUTH-1405";"AFT-2022-007";"978-87-7714-279-6";"E-bog";"Indbundet";"D";"67778";"04-01-2018";"1746";"307.07";"0.6776";"363291.32";"DKK";"0.00";"6543"
"17172";"Salg";"AUTH-1405";"AFT-2022-007";"978-87-4453-610-8";"Eksport";"Klassiker";"D";"56719";"01-01-2018";"645";"76.36";"0.1591";"7836.03";"DKK";"0.00";"6543"
"17173";"Retur";"AUTH-1405";"AFT-2022-007";"978-87-3415-551-7";"E-bog";"Indbundet";"A";"61951";"20-02-2018";"-263";"143.62";"0.1077";"-4068.05";"DKK";"0.00";"6543"
"17174";"Korrektion";"AUTH-1405";"AFT-2022-007";"978-87-5160-507-1";"Bibliotek";"Pocket";"B";"80208";"31-12-2017";"1678";"178.18";"0.1937";"57913.60";"DKK";"0.00";"6543"
