"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"10356";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-2249-998-2";"Bibliotek";"Standard";"A";"52348";"08-12-2022";"364";"579.82";"0.1999";"42189.79";"DKK";"0.00";"2300"
"10357";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-6168-147-8";"Subskription";"Indbundet";"C";"84540";"06-12-2022";"276";"99.39";"0.2219";"6087.08";"DKK";"0.00";"2300"
"10358";"GarGlobal";"AUTH-1405";"AFT-2023-002";"978-87-1981-794-2";"Online";"Lydbog";"B";"58500";"18-12-2022";"875";"376.41";"0.1133";"37606.05";"DKK";"0.00";"2300"
"10359";"Diverse";"AUTH-1405";"AFT-2023-002";"978-87-2934-301-1";"Eksport";"Klassiker";"D";"63587";"01-01-2023";"50";"294.49";"0.2093";"3081.84";"DKK";"0.00";"2300"
"10360";"Korrektion";"AUTH-1405";"AFT-2023-002";"978-87-3034-414-4";"Eksport";"Standard";"C";"57460";"15-11-2022";"615";"318.28";"0.1148";"22471.20";"DKK";"0.00";"2300"
"10361";"Retur";"AUTH-1405";"AFT-2023-002";"978-87-3557-702-8";"Bibliotek";"Special";"A";"85190";"09-01-2023";"-987";"118.37";"0.1421";"-16601.71";"DKK";"0.00";"2300"
"10362";"Royalty";"AUTH-1405";"AFT-2023-002";"978-87-0849-588-5";"Subskription";"Digital";"D";"54339";"05-01-2023";"39";"148.46";"0.1871";"1541.81";"DKK";"0.00";"2300"
"10363";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-8299-629-2";"Subskription";"Standard";"C";"67792";"30-12-2022";"240";"521.95";"0.2003";"24661.56";"DKK";"0.00";"2300"
"10364";"Frieksp";"AUTH-1405";"AFT-2023-002";"978-87-4384-215-6";"Boghandel";"Special";"B";"79083";"20-11-2022";"1608";"51.23";"0.0904";"7446.96";"DKK";"0.00";"2300"
"10365";"Forskud";"AUTH-1405";"AFT-2023-002";"978-87-7845-218-4";"Lydbog";"Pocket";"B";"50269";"17-11-2022";"1386";"594.86";"0.091";"74794.92";"DKK";"0.00";"2300"
"10366";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-0184-094-1";"Boghandel";"Lydbog";"A";"68780";"27-11-2022";"1309";"537.62";"0.1142";"80367.63";"DKK";"0.00";"2300"
"10367";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-4224-109-7";"Lydbog";"Indbundet";"D";"86003";"07-12-2022";"1147";"322.48";"0.0913";"33770.46";"DKK";"0.00";"2300"
"10368";"Retur";"AUTH-1405";"AFT-2023-002";"978-87-2149-587-9";"Bibliotek";"Pocket";"C";"53306";"28-12-2022";"-104";"103.97";"0.1441";"-1558.14";"DKK";"0.00";"2300"
"10369";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-2997-954-8";"Eksport";"Standard";"A";"84962";"27-12-2022";"681";"495.12";"0.1926";"64940.24";"DKK";"0.00";"2300"
"10370";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-1717-477-1";"Subskription";"Digital";"D";"90431";"11-01-2023";"475";"569.10";"0.0787";"21274.38";"DKK";"0.00";"2300"
"10371";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-5577-017-1";"Bibliotek";"Special";"B";"68498";"25-11-2022";"232";"229.94";"0.1422";"7585.81";"DKK";"0.00";"2300"
"10372";"Retur";"AUTH-1405";"AFT-2023-002";"978-87-6158-148-8";"Lydbog";"Klassiker";"B";"65970";"24-12-2022";"-945";"258.03";"0.1327";"-32357.35";"DKK";"0.00";"2300"
"10373";"Bonus";"AUTH-1405";"AFT-2023-002";"978-87-9669-583-9";"Online";"Special";"D";"96655";"13-01-2023";"355";"407.01";"0.0656";"9478.45";"SEK";"0.00";"2300"
"10374";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-1724-619-5";"Lydbog";"Klassiker";"D";"92270";"06-01-2023";"223";"420.04";"0.1693";"16050.71";"DKK";"0.00";"2300"
"10375";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-0227-846-0";"Boghandel";"Pocket";"B";"70748";"28-12-2022";"1261";"358.82";"0.0891";"40315.26";"DKK";"0.00";"2300"
"10376";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-6519-098-3";"Lydbog";"Digital";"C";"74197";"18-11-2022";"828";"512.30";"0.2205";"93532.66";"DKK";"0.00";"2300"
"10377";"Bonus";"AUTH-1405";"AFT-2023-002";"978-87-4036-965-6";"Boghandel";"Standard";"C";"63842";"19-12-2022";"1458";"247.78";"0.1263";"45627.55";"DKK";"0.00";"2300"
"10378";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-5624-220-2";"Eksport";"Pocket";"B";"81896";"10-01-2023";"147";"398.92";"0.0788";"4620.93";"DKK";"0.00";"2300"
"10379";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-9692-786-2";"Boghandel";"Pocket";"D";"87875";"29-11-2022";"1131";"496.61";"0.1269";"71178.43";"DKK";"0.00";"2300"
"10380";"Forskud";"AUTH-1405";"AFT-2023-002";"978-87-4689-500-5";"Subskription";"Lydbog";"B";"81557";"22-12-2022";"1164";"304.95";"0.1237";"43908.77";"DKK";"0.00";"2300"
"10381";"Salg";"AUTH-1405";"AFT-2023-002";"978-87-1891-371-3";"Online";"Lydbog";"C";"90176";"04-12-2022";"1401";"390.55";"0.2096";"114684.85";"DKK";"0.00";"2300"
