"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"12057";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-2833-568-0";"Online";"Lydbog";"D";"54960";"21-06-2024";"1280";"60.30";"0.2282";"17613.39";"EUR";"0.00";"9382"
"12058";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-5337-435-7";"Lydbog";"Lydbog";"A";"79481";"27-06-2024";"827";"290.79";"0.0759";"18252.68";"DKK";"0.00";"9382"
"12059";"Forskud";"AUTH-0734";"AFT-2021-004";"978-87-6596-957-2";"Online";"Klassiker";"D";"73163";"04-06-2024";"1428";"551.50";"0.1836";"144592.71";"NOK";"0.00";"9382"
"12060";"Forskud";"AUTH-0734";"AFT-2021-004";"978-87-5505-536-0";"Bibliotek";"Klassiker";"C";"57519";"14-06-2024";"275";"350.41";"0.1763";"16988.75";"DKK";"0.00";"9382"
"12061";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-8395-252-5";"Lydbog";"Indbundet";"C";"54043";"26-05-2024";"1514";"515.49";"0.2294";"179035.66";"DKK";"0.00";"9382"
"12062";"Royalty";"AUTH-0734";"AFT-2021-004";"978-87-1651-192-8";"E-bog";"Digital";"B";"69359";"17-06-2024";"190";"200.31";"0.2315";"8810.64";"DKK";"0.00";"9382"
"12063";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-0276-947-0";"Bibliotek";"Pocket";"A";"59273";"21-06-2024";"415";"44.59";"0.1961";"3628.80";"DKK";"0.00";"9382"
"12064";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-3212-440-9";"Boghandel";"Pocket";"C";"78606";"05-07-2024";"1509";"429.55";"0.1665";"107923.79";"DKK";"0.00";"9382"
"12065";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-1218-052-4";"Bibliotek";"Lydbog";"A";"54006";"22-06-2024";"725";"302.07";"0.1134";"24834.69";"DKK";"0.00";"9382"
"12066";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-4123-254-6";"Bibliotek";"Digital";"D";"55699";"24-06-2024";"833";"34.59";"0.1607";"4630.32";"DKK";"0.00";"9382"
"12067";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-3485-713-8";"Online";"Digital";"C";"95344";"13-06-2024";"439";"371.85";"0.1871";"30542.61";"DKK";"0.00";"9382"
"12068";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-3421-120-6";"Eksport";"Special";"D";"96383";"30-06-2024";"1584";"124.08";"0.0673";"13227.33";"EUR";"0.00";"9382"
"12069";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-9480-298-7";"Lydbog";"Standard";"B";"84622";"27-06-2024";"1948";"372.71";"0.1612";"117037.50";"NOK";"0.00";"9382"
"12070";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-5231-919-9";"Lydbog";"Special";"D";"93955";"21-05-2024";"1780";"365.74";"0.1526";"99345.22";"DKK";"0.00";"9382"
"12071";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-3172-366-5";"Online";"Indbundet";"D";"96630";"15-07-2024";"1002";"60.58";"0.1101";"6683.20";"DKK";"0.00";"9382"
"12072";"Salg";"AUTH-0734";"AFT-2021-004";"978-87-3891-918-4";"Eksport";"Standard";"A";"51977";"06-06-2024";"1625";"463.98";"0.1081";"81503.89";"DKK";"0.00";"9382"
