"TRANSNR","TRANSTYPE","KONTO","AFTALE","ARTNR","KANAL","PRISGRUPPE","VILKAR","BILAGSNR","BILAGSDATO","ANTAL","STKPRIS","STKAFREGNSATS","BELOEB","VALUTA","SKAT","AFREGNBATCH"
"11394","Forskud","AUTH-1304","AFT-2023-002","978-87-8617-682-9","Subskription","Pocket","C","80071","22.06.2026","335","564.97","-0.05","38117.96","DKK","0.00","6326"
"11395","Frieksp","AUTH-1304","AFT-2023-002","978-87-6562-241-5","Eksport","Standard","D","85768","01.07.2026","1959","557.23","N/A","246595.51","DKK","0.00","6326"
"11396","Royalty","AUTH-1304","AFT-2023-002","978-87-4771-290-5","Lydbog","Digital","C","57133","01.06.2026","1309","148.14","0.053","10277.51","DKK","0.00","6326"
"11397","ForskudMod","AUTH-1304","AFT-2023-002","978-87-2235-434-2","Bibliotek","Klassiker","D","99407","22.06.2026","110","204.78","0.1339","3016.20","DKK","0.00","6326"
"11398","Retur","AUTH-1304","AFT-2023-002","978-87-5649-525-7","Lydbog","Pocket","A","93248","31.05.2026","-526","357.06","0.0844","-15851.46","DKK","0.00","6326"
"11399","Salg","AUTH-1304","AFT-2023-002","978-87-1973-881-0","E-bog","Digital","A","65302","29.06.2026","1088","113.46","N/A","12319.76","DKK","0.00","6326"
"11400","Salg","AUTH-1304","AFT-2023-002","978-87-8218-849-9","Bibliotek","Lydbog","C","67017","31.05.2026","1642","268.82","N/A","24100.57","DKK","0.00","6326"
"11401","Salg","AUTH-1304","AFT-2023-002","978-87-0212-543-6","Bibliotek","Digital","A","62221","21.06.2026","1345","456.60","0.0665","40839.45","DKK","0.00","6326"
"11402","Salg","AUTH-1304","AFT-2023-002","978-87-0498-603-5","Subskription","Standard","A","83111","16.06.2026","1018","110.91","0.1927","21757.06","DKK","0.00","6326"
"11403","Retur","AUTH-1304","AFT-2023-002","978-87-3197-899-7","Boghandel","Standard","B","68089","11.05.2026","-1238","549.16","0.0599","-40723.62","DKK","0.00","6326"
"11404","Salg","AUTH-1304","AFT-2023-002","978-87-7131-719-0","Boghandel","Pocket","C","52987","01.06.2026","1685","295.49","0.1804","89821.28","DKK","0.00","6326"
"11405","Salg","AUTH-1304","AFT-2023-002","978-87-2590-841-2","E-bog","Digital","D","80582","15.06.2026","1192","398.70","0.2191","104127.36","DKK","0.00","6326"
"11406","GarGlobal","AUTH-1304","AFT-2023-002","978-87-1137-535-8","Bibliotek","Digital","C","60909","05.06.2026","1086","124.21","0.0739","9968.52","DKK","0.00","6326"
"11407","GarGlobal","AUTH-1304","AFT-2023-002","978-87-7903-716-8","E-bog","Standard","D","90341","07.06.2026","217","272.79","0","9500.87","DKK","0.00","6326"
"11408","Royalty","AUTH-1304","AFT-2023-002","978-87-9964-771-2","Subskription","Pocket","B","52642","20.05.2026","1097","142.60","0.1178","18427.71","DKK","0.00","6326"
"11409","Korrektion","AUTH-1304","AFT-2023-002","978-87-0248-085-6","Lydbog","Digital","A","50965","07.06.2026","1607","230.20","0","82642.67","DKK","0.00","6326"
"11410","Salg","AUTH-1304","AFT-2023-002","978-87-2362-216-7","E-bog","Indbundet","C","93836","13.06.2026","1199","51.60","0.2487","15386.67","DKK","0.00","6326"
"11411","Retur","AUTH-1304","AFT-2023-002","978-87-7067-516-1","Lydbog","Indbundet","D","73899","29.06.2026","-1270","422.65","0.0992","-53247.14","DKK","0.00","6326"
"11412","Salg","AUTH-1304","AFT-2023-002","978-87-4261-070-1","Bibliotek","Standard","A","60259","05.07.2026","446","142.41","","3766.43","DKK","0.00","6326"
"11413","Salg","AUTH-1304","AFT-2023-002","978-87-3924-848-1","E-bog","Lydbog","A","98404","03.07.2026","136","155.36","0","1098.71","DKK","0.00","6326"
"11414","Korrektion","AUTH-1304","AFT-2023-002","978-87-5302-151-0","Lydbog","Digital","A","96812","26.06.2026","773","300.97","0.1229","28592.66","DKK","0.00","6326"
"11415","Salg","AUTH-1304","AFT-2023-002","978-87-9534-811-8","Eksport","Lydbog","B","82680","01.07.2026","7","215.38","","322.64","DKK","0.00","6326"
"11416","Salg","AUTH-1304","AFT-2023-002","978-87-9615-738-2","Subskription","Pocket","D","58966","30.06.2026","691","212.59","0","29820.64","DKK","0.00","6326"
"11417","Royalty","AUTH-1304","AFT-2023-002","978-87-9597-815-5","Eksport","Indbundet","A","99966","05.07.2026","742","177.67","0","16518.44","DKK","0.00","6326"
"11418","Salg","AUTH-1304","AFT-2023-002","978-87-4654-677-8","Online","Lydbog","D","80191","12.05.2026","290","50.82","0","927.01","NOK","0.00","6326"
"11419","Salg","AUTH-1304","AFT-2023-002","978-87-6478-370-4","Boghandel","Digital","D","84739","20.05.2026","444","85.55","0.1136","4315.01","DKK","0.00","6326"
"11420","Salg","AUTH-1304","AFT-2023-002","978-87-1485-726-4","Subskription","Pocket","D","99266","22.05.2026","103","122.13","0.0846","1064.22","DKK","0.00","6326"
"11421","Frieksp","AUTH-1304","AFT-2023-002","978-87-7288-407-3","E-bog","Klassiker","D","92775","03.06.2026","854","273.85","0.0772","18054.60","DKK","0.00","6326"
"11422","Salg","AUTH-1304","AFT-2023-002","978-87-3538-676-7","Online","Special","A","97319","19.05.2026","1417","108.69","N/A","26290.14","DKK","0.00","6326"
"11423","ForskudMod","AUTH-1304","AFT-2023-002","978-87-0488-693-9","Subskription","Special","A","65421","29.05.2026","362","62.69","0.1169","2652.90","DKK","0.00","6326"
"11424","Salg","AUTH-1304","AFT-2023-002","978-87-9273-961-2","Boghandel","Indbundet","A","78119","03.06.2026","1960","544.83","0.1692","180683.06","DKK","0.00","6326"
"11425","Salg","AUTH-1304","AFT-2023-002","978-87-0789-775-8","Bibliotek","Pocket","C","65809","10.05.2026","706","174.88","0","16951.78","DKK","0.00","6326"
"11426","GarGlobal","AUTH-1304","AFT-2023-002","978-87-6273-202-5","Bibliotek","Pocket","B","56974","12.05.2026","360","566.96","0.0794","16205.98","DKK","0.00","6326"
"11427","Royalty","AUTH-1304","AFT-2023-002","978-87-1716-204-4","Subskription","Indbundet","D","67577","13.05.2026","323","380.93","","19514.21","DKK","0.00","6326"
"11428","Bonus","AUTH-1304","AFT-2023-002","978-87-1690-392-1","Eksport","Klassiker","B","87266","01.06.2026","384","46.79","0.086","1545.19","SEK","0.00","6326"
"11429","Bonus","AUTH-1304","AFT-2023-002","978-87-6471-068-7","Boghandel","Standard","C","99772","01.07.2026","52","524.09","0.1401","3818.10","DKK","0.00","6326"
"11430","Salg","AUTH-1304","AFT-2023-002","978-87-3705-004-8","Online","Digital","A","80070","28.06.2026","1195","142.78","0.0869","14827.06","DKK","0.00","6326"
"11431","Salg","AUTH-1304","AFT-2023-002","978-87-1729-476-9","Bibliotek","Indbundet","D","86885","20.05.2026","495","551.13","0.0511","13940.56","DKK","0.00","6326"
"11432","Salg","AUTH-1304","AFT-2023-002","978-87-2599-851-2","E-bog","Special","C","58337","20.05.2026","1432","373.44","0.1976","105669.78","DKK","0.00","6326"
"11433","Salg","AUTH-1304","AFT-2023-002","978-87-1291-635-2","Subskription","Special","B","53899","11.06.2026","1336","57.13","N/A","18699.79","DKK","0.00","6326"
"11434","Korrektion","AUTH-1304","AFT-2023-002","978-87-5272-845-8","E-bog","Special","D","51533","22.06.2026","421","364.62","","15811.02","DKK","0.00","6326"
"11435","Royalty","AUTH-1304","AFT-2023-002","978-87-0675-602-5","E-bog","Standard","D","56768","04.07.2026","92","340.45","0.183","5731.82","DKK","0.00","6326"
"11436","Diverse","AUTH-1304","AFT-2023-002","978-87-2215-439-3","Subskription","Digital","B","52267","03.07.2026","67","189.00","0.1584","2005.82","DKK","0.00","6326"
"11437","Salg","AUTH-1304","AFT-2023-002","978-87-3320-235-9","Online","Pocket","C","92727","02.07.2026","138","53.13","0.2119","1553.64","DKK","0.00","6326"
"11438","Retur","AUTH-1304","AFT-2023-002","978-87-3545-036-9","Bibliotek","Digital","A","68667","10.06.2026","-1190","316.92","0.1609","-60680.99","DKK","0.00","6326"
"11439","Salg","AUTH-1304","AFT-2023-002","978-87-2436-296-3","Lydbog","Pocket","B","86983","28.05.2026","271","34.07","0.1575","1454.19","DKK","0.00","6326"
"11440","Salg","AUTH-1304","AFT-2023-002","978-87-1290-759-6","Online","Digital","C","53698","13.06.2026","805","208.10","-0.05","37675.36","DKK","0.00","6326"
"11441","Salg","AUTH-1304","AFT-2023-002","978-87-7749-542-7","Online","Special","D","92003","13.06.2026","135","545.75","","9342.15","DKK","0.00","6326"
"11442","Diverse","AUTH-1304","AFT-2023-002","978-87-1922-671-3","Online","Special","C","58395","20.05.2026","1440","160.31","N/A","33772.83","DKK","0.00","6326"
"11443","Korrektion","AUTH-1304","AFT-2023-002","978-87-8646-120-8","Subskription","Indbundet","D","64979","26.06.2026","1824","383.22","0.0741","51795.40","DKK","0.00","6326"
"11444","Salg","AUTH-1304","AFT-2023-002","978-87-8452-403-5","Boghandel","Klassiker","B","65091","19.06.2026","341","431.22","0.0626","9205.08","DKK","0.00","6326"
"11445","Retur","AUTH-1304","AFT-2023-002","978-87-2191-430-1","Bibliotek","Standard","C","80211","12.06.2026","-1060","514.41","0.147","-80155.37","SEK","0.00","6326"
"11446","Salg","AUTH-1304","AFT-2023-002","978-87-4221-883-9","Eksport","Klassiker","B","95902","18.06.2026","1451","495.80","","126399.60","DKK","0.00","6326"
"11447","Salg","AUTH-1304","AFT-2023-002","978-87-7706-769-3","E-bog","Standard","C","88594","23.06.2026","407","577.17","-0.05","53112.74","DKK","0.00","6326"
"11448","Retur","AUTH-1304","AFT-2023-002","978-87-7846-408-8","Boghandel","Indbundet","A","98419","28.05.2026","-684","392.17","-0.05","-55553.39","DKK","0.00","6326"
"11449","Bonus","AUTH-1304","AFT-2023-002","978-87-7262-084-8","Online","Digital","C","61028","24.06.2026","815","304.38","0.1817","45074.26","DKK","0.00","6326"
"11450","Salg","AUTH-1304","AFT-2023-002","978-87-1962-822-7","Online","Digital","C","73112","12.05.2026","376","524.78","-0.05","10201.30","DKK","0.00","6326"
"11451","Frieksp","AUTH-1304","AFT-2023-002","978-87-8639-420-9","Online","Digital","C","66101","16.05.2026","186","514.26","0.0839","8025.23","DKK","0.00","6326"
"11452","Salg","AUTH-1304","AFT-2023-002","978-87-0966-270-5","Boghandel","Indbundet","B","72458","03.07.2026","276","263.21","0.05","3632.30","DKK","0.00","6326"
"11453","Salg","AUTH-1304","AFT-2023-002","978-87-1740-039-9","Lydbog","Indbundet","D","64392","11.06.2026","154","58.35","0.2021","1816.05","DKK","0.00","6326"
"11454","Salg","AUTH-1304","AFT-2023-002","978-87-2224-711-8","Bibliotek","Digital","B","95536","06.05.2026","1945","366.76","0.1265","90238.55","DKK","0.00","6326"
"11455","Korrektion","AUTH-1304","AFT-2023-002","978-87-0564-616-7","Boghandel","Klassiker","B","75619","02.06.2026","1702","508.26","-0.05","125260.47","DKK","0.00","6326"
"11456","Salg","AUTH-1304","AFT-2023-002","978-87-3723-461-5","Online","Lydbog","C","64610","29.06.2026","911","500.08","0.1818","82823.15","NOK","0.00","6326"
"11457","Salg","AUTH-1304","AFT-2023-002","978-87-1094-416-6","Online","Digital","B","75499","12.05.2026","614","108.03","0.09","5969.74","DKK","0.00","6326"
"11458","Retur","AUTH-1304","AFT-2023-002","978-87-3727-768-1","Bibliotek","Digital","C","99286","03.07.2026","-742","301.16","0.134","-29943.74","DKK","0.00","6326"
"11459","Salg","AUTH-1304","AFT-2023-002","978-87-9429-046-3","Eksport","Digital","B","56559","27.05.2026","1657","69.48","0.1156","13308.84","DKK","0.00","6326"
"11460","ForskudMod","AUTH-1304","AFT-2023-002","978-87-7999-324-2","Lydbog","Special","A","86723","24.05.2026","1429","133.95","0.2264","43336.25","DKK","0.00","6326"
"11461","Salg","AUTH-1304","AFT-2023-002","978-87-1723-456-7","Eksport","Indbundet","C","75475","27.06.2026","1600","220.72","0.0893","31536.47","DKK","0.00","6326"
"11462","Royalty","AUTH-1304","AFT-2023-002","978-87-4853-626-5","Lydbog","Digital","A","62966","04.06.2026","1146","353.07","-0.05","42970.45","DKK","0.00","6326"
"11463","Salg","AUTH-1304","AFT-2023-002","978-87-0953-855-0","Boghandel","Lydbog","A","97586","11.05.2026","987","452.14","N/A","46232.76","DKK","0.00","6326"
