"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"15832";"GarGlobalMod";"AUTH-1001";"AFT-2020-055";"978-87-0387-262-9";"Lydbog";"Klassiker";"B";"60969";"14/09/2020";"1525";"100.42";"0.1508";"23093.59";"DKK";"0.00";"7157"
"15833";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-4487-947-2";"E-bog";"Lydbog";"A";"59221";"01/08/2020";"1974";"252.15";"0.1818";"90489.88";"DKK";"0.00";"7157"
"15834";"Retur";"AUTH-1001";"AFT-2020-055";"978-87-4490-925-4";"E-bog";"Special";"B";"52668";"19/08/2020";"-1381";"115.08";"0.1799";"-28590.69";"DKK";"0.00";"7157"
"15835";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-8025-352-6";"Lydbog";"Lydbog";"A";"68684";"07/09/2020";"511";"590.54";"0.2358";"71156.41";"DKK";"0.00";"7157"
"15836";"GarGlobal";"AUTH-1001";"AFT-2020-055";"978-87-7787-268-6";"Online";"Indbundet";"C";"50937";"09/08/2020";"734";"263.74";"0.2437";"41325.88";"DKK";"0.00";"7157"
"15837";"Retur";"AUTH-1001";"AFT-2020-055";"978-87-0443-424-6";"E-bog";"Pocket";"C";"52588";"27/07/2020";"-858";"180.87";"0.122";"-18932.75";"DKK";"0.00";"7157"
"15838";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-3318-543-0";"Lydbog";"Indbundet";"A";"91827";"08/09/2020";"1618";"309.10";"0.2173";"108676.90";"DKK";"0.00";"7157"
"15839";"Korrektion";"AUTH-1001";"AFT-2020-055";"978-87-9458-385-5";"E-bog";"Pocket";"C";"79934";"08/08/2020";"1780";"135.66";"0.1092";"26369.05";"DKK";"0.00";"7157"
"15840";"Retur";"AUTH-1001";"AFT-2020-055";"978-87-0244-011-9";"Eksport";"Digital";"D";"53161";"03/09/2020";"-1850";"463.08";"0.0888";"-76074.78";"DKK";"0.00";"7157"
"15841";"Retur";"AUTH-1001";"AFT-2020-055";"978-87-7217-887-5";"E-bog";"Indbundet";"A";"97250";"08/08/2020";"-1145";"206.97";"0.0654";"-15498.53";"DKK";"0.00";"7157"
"15842";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-6074-852-3";"Bibliotek";"Special";"B";"71866";"09/08/2020";"1161";"320.10";"0.1421";"52809.49";"DKK";"0.00";"7157"
"15843";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-2472-081-7";"Online";"Pocket";"B";"72899";"28/08/2020";"958";"120.11";"0.2198";"25291.37";"DKK";"0.00";"7157"
"15844";"GarGlobal";"AUTH-1001";"AFT-2020-055";"978-87-4259-623-4";"Lydbog";"Klassiker";"B";"56858";"30/08/2020";"-1941";"284.31";"0.0706";"5154.33";"DKK";"0.00";"7157"
"15845";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-1167-374-4";"Boghandel";"Pocket";"C";"61558";"13/08/2020";"1866";"409.11";"0.1708";"130388.59";"DKK";"0.00";"7157"
"15846";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-4238-993-5";"Boghandel";"Pocket";"A";"85351";"07/08/2020";"1315";"181.90";"0.1866";"44634.44";"DKK";"0.00";"7157"
"15847";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-2780-620-4";"Subskription";"Pocket";"D";"56603";"07/08/2020";"1230";"481.83";"0.0828";"49071.49";"DKK";"0.00";"7157"
"15848";"GarGlobal";"AUTH-1001";"AFT-2020-055";"978-87-3045-142-2";"Lydbog";"Indbundet";"C";"87992";"16/08/2020";"614";"260.41";"0.1371";"5709.16";"DKK";"0.00";"7157"
"15849";"Frieksp";"AUTH-1001";"AFT-2020-055";"978-87-9568-819-1";"Bibliotek";"Digital";"A";"88023";"25/07/2020";"1824";"66.08";"0.0713";"8593.78";"DKK";"0.00";"7157"
"15850";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-6941-117-6";"Lydbog";"Special";"C";"77744";"27/08/2020";"1408";"107.51";"0.2124";"32151.85";"DKK";"0.00";"7157"
"15851";"Frieksp";"AUTH-1001";"AFT-2020-055";"978-87-1317-187-3";"Boghandel";"Pocket";"A";"63675";"06/09/2020";"185";"331.95";"0.0962";"5907.71";"DKK";"0.00";"7157"
"15852";"GarGlobal";"AUTH-1001";"AFT-2020-055";"978-87-1903-287-1";"E-bog";"Indbundet";"D";"75501";"22/07/2020";"1597";"389.65";"0.1462";"26089.90";"DKK";"0.00";"7157"
"15853";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-8981-532-9";"Eksport";"Lydbog";"D";"94508";"16/08/2020";"66";"428.67";"0.0559";"1581.54";"DKK";"0.00";"7157"
"15854";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-8310-621-8";"Subskription";"Digital";"C";"57371";"28/08/2020";"330";"321.82";"0.1503";"15961.95";"DKK";"0.00";"7157"
"15855";"Frieksp";"AUTH-1001";"AFT-2020-055";"978-87-3650-882-3";"Subskription";"Klassiker";"C";"86108";"24/07/2020";"1271";"33.67";"0.0696";"2978.50";"EUR";"0.00";"7157"
"15856";"Korrektion";"AUTH-1001";"AFT-2020-055";"978-87-1666-650-5";"Boghandel";"Digital";"A";"66518";"26/07/2020";"1725";"347.28";"0.1309";"78416.69";"DKK";"0.00";"7157"
"15857";"Retur";"AUTH-1001";"AFT-2020-055";"978-87-1090-429-0";"Bibliotek";"Indbundet";"B";"73609";"21/08/2020";"-1992";"318.56";"0.1294";"-82113.55";"DKK";"0.00";"7157"
"15858";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-7545-814-1";"Online";"Special";"D";"98099";"29/07/2020";"471";"33.54";"0.2467";"3897.20";"DKK";"0.00";"7157"
"15859";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-6621-678-1";"Bibliotek";"Klassiker";"B";"77368";"14/08/2020";"650";"595.15";"0.1159";"44835.63";"DKK";"0.00";"7157"
"15860";"GarGlobal";"AUTH-1001";"AFT-2020-055";"978-87-3902-964-6";"Lydbog";"Special";"A";"87536";"18/08/2020";"-69";"552.76";"0.0753";"14706.16";"DKK";"0.00";"7157"
"15861";"GarGlobal";"AUTH-1001";"AFT-2020-055";"978-87-5996-318-0";"Subskription";"Digital";"A";"80992";"26/08/2020";"1992";"328.46";"0.1778";"27012.80";"DKK";"0.00";"7157"
"15862";"GarGlobal";"AUTH-1001";"AFT-2020-055";"978-87-5196-095-8";"Lydbog";"Lydbog";"B";"94203";"10/09/2020";"1037";"250.96";"0.0621";"16161.25";"DKK";"0.00";"7157"
"15863";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-7912-251-2";"Bibliotek";"Indbundet";"A";"88329";"19/07/2020";"686";"301.46";"0.0935";"19335.95";"DKK";"0.00";"7157"
"15864";"Salg";"AUTH-1001";"AFT-2020-055";"978-87-2891-041-2";"Bibliotek";"Klassiker";"C";"53038";"09/09/2020";"1487";"466.30";"0.243";"168493.31";"DKK";"0.00";"7157"
"15865";"Royalty";"AUTH-1001";"AFT-2020-055";"978-87-6258-404-4";"Lydbog";"Lydbog";"B";"66285";"08/09/2020";"36";"456.62";"0.166";"2728.76";"DKK";"0.00";"7157"
