"TRANSNR","TRANSTYPE","KONTO","AFTALE","ARTNR","KANAL","PRISGRUPPE","VILKAR","BILAGSNR","BILAGSDATO","ANTAL","STKPRIS","STKAFREGNSATS","BELOEB","VALUTA","SKAT","AFREGNBATCH"
"12448","Retur","AUTH-0333","AFT-2020-055","978-87-4200-141-7","Lydbog","Klassiker","D","50907","30-08-2018","-570","506.90","0.0773","-22334.52","DKK","0.00","7407"
"12449","Royalty","AUTH-0333","AFT-2020-055","978-87-8615-952-5","Online","Digital","D","89254","21-09-2018","1063","430.92","0.2186","100133.66","DKK","0.00","7407"
"12450","Salg","AUTH-0333","AFT-2020-055","978-87-3798-293-6","Eksport","Indbundet","D","80751","10-09-2018","59","223.44","0.1498","1974.81","DKK","0.00","7407"
"12451","GarGlobalMod","AUTH-0333","AFT-2020-055","978-87-6074-105-0","Subskription","Digital","B","85093","17-09-2018","1202","154.24","0.1045","19373.93","DKK","0.00","7407"
"12452","Salg","AUTH-0333","AFT-2020-055","978-87-3903-560-9","Bibliotek","Standard","C","91462","09-09-2018","1792","105.84","0.1211","22968.47","DKK","0.00","7407"
"12453","Frieksp","AUTH-0333","AFT-2020-055","978-87-0963-547-1","Lydbog","Lydbog","D","71407","05-09-2018","1858","551.91","0.0534","54758.96","DKK","0.00","7407"
"12454","Salg","AUTH-0333","AFT-2020-055","978-87-2622-644-7","Subskription","Pocket","A","58562","24-09-2018","1874","89.01","0.0547","9124.22","NOK","0.00","7407"
"12455","Salg","AUTH-0333","AFT-2020-055","978-87-9356-535-7","Bibliotek","Klassiker","C","79698","04-09-2018","323","485.82","0.1782","27963.12","NOK","0.00","7407"
"12456","Retur","AUTH-0333","AFT-2020-055","978-87-6557-374-8","Boghandel","Digital","D","97672","27-08-2018","-1148","492.26","0.2098","-118561.02","DKK","0.00","7407"
"12457","Salg","AUTH-0333","AFT-2020-055","978-87-5846-790-0","Bibliotek","Standard","B","61134","23-09-2018","169","405.34","0.2111","14460.87","DKK","0.00","7407"
"12458","Salg","AUTH-0333","AFT-2020-055","978-87-9652-396-5","Subskription","Special","B","86945","04-10-2018","1017","174.94","0.2247","39977.27","DKK","0.00","7407"
"12459","Salg","AUTH-0333","AFT-2020-055","978-87-5407-008-1","Online","Standard","B","55383","19-09-2018","538","462.21","0.1185","29467.27","DKK","0.00","7407"
"12460","ForskudMod","AUTH-0333","AFT-2020-055","978-87-5385-139-1","Online","Special","C","68633","26-08-2018","1784","304.27","0.1911","74153.74","DKK","0.00","7407"
"12461","Korrektion","AUTH-0333","AFT-2020-055","978-87-2040-852-8","Boghandel","Indbundet","B","76713","21-08-2018","46","256.36","0.0992","1169.82","DKK","0.00","7407"
"12462","ForskudMod","AUTH-0333","AFT-2020-055","978-87-3728-265-4","Lydbog","Klassiker","D","52691","18-08-2018","1236","538.17","0.0877","153731.54","DKK","0.00","7407"
"12463","Salg","AUTH-0333","AFT-2020-055","978-87-6033-308-8","Boghandel","Lydbog","A","92605","07-09-2018","1670","242.61","0.1063","43068.37","DKK","0.00","7407"
"12464","Salg","AUTH-0333","AFT-2020-055","978-87-0931-378-2","Online","Special","D","54378","02-10-2018","1107","57.42","0.0817","5193.17","SEK","0.00","7407"
"12465","Salg","AUTH-0333","AFT-2020-055","978-87-6777-736-6","Lydbog","Pocket","D","73401","24-08-2018","701","465.41","0.1412","46066.84","DKK","0.00","7407"
"12466","Retur","AUTH-0333","AFT-2020-055","978-87-8195-435-4","Bibliotek","Indbundet","A","53311","01-10-2018","-1581","450.52","0.0722","-51426.05","DKK","0.00","7407"
"12467","ForskudMod","AUTH-0333","AFT-2020-055","978-87-3089-233-1","Lydbog","Pocket","C","98837","18-08-2018","-387","401.43","0.2258","104783.52","DKK","0.00","7407"
"12468","Salg","AUTH-0333","AFT-2020-055","978-87-0702-640-0","Bibliotek","Lydbog","C","75264","05-08-2018","886","108.83","0.2091","20162.13","DKK","0.00","7407"
"12469","Royalty","AUTH-0333","AFT-2020-055","978-87-1448-762-1","Bibliotek","Lydbog","A","68720","31-08-2018","220","560.61","0.2309","28477.87","DKK","0.00","7407"
"12470","Afgift","AUTH-0333","AFT-2020-055","978-87-7973-029-8","Online","Lydbog","C","81325","26-09-2018","578","60.50","0.1634","5713.93","DKK","0.00","7407"
"12471","Salg","AUTH-0333","AFT-2020-055","978-87-5893-771-7","Bibliotek","Pocket","A","84781","21-08-2018","330","242.91","0.0861","6901.80","DKK","0.00","7407"
"12472","Salg","AUTH-0333","AFT-2020-055","978-87-5165-991-3","Lydbog","Lydbog","C","75793","25-08-2018","1535","432.19","0.1668","110657.06","DKK","0.00","7407"
