"TRANSNR";"TRANSTYPE";"KONTO";"AFTALE";"ARTNR";"KANAL";"PRISGRUPPE";"VILKAR";"BILAGSNR";"BILAGSDATO";"ANTAL";"STKPRIS";"STKAFREGNSATS";"BELOEB";"VALUTA";"SKAT";"AFREGNBATCH"
"14738";"Frieksp";"AUTH-1506";"AFT-2018-042";"978-87-2882-631-7";"Online";"Digital";"B";"61299";"20/08/2018";"41";"446.51";"N/A";"2401.87";"DKK";"0.00";"7815"
"14739";"Salg";"AUTH-1506";"AFT-2018-042";"978-87-4881-682-4";"Boghandel";"Special";"D";"58847";"08/09/2018";"1908";"35.95";"0";"6392.83";"DKK";"0.00";"7815"
"14740";"Royalty";"AUTH-1506";"AFT-2018-042";"978-87-7427-894-8";"Eksport";"Pocket";"A";"60488";"16/08/2018";"388";"302.06";"0.1862";"21822.51";"DKK";"0.00";"7815"
"14741";"Salg";"AUTH-1506";"AFT-2018-042";"978-87-1406-505-8";"Online";"Special";"C";"91829";"22/08/2018";"1119";"34.53";"0.1942";"7503.71";"DKK";"0.00";"7815"
"14742";"Retur";"AUTH-1506";"AFT-2018-042";"978-87-7059-488-2";"Online";"Standard";"D";"67721";"30/08/2018";"-1765";"546.51";"0.1177";"-113532.26";"DKK";"0.00";"7815"
"14743";"Salg";"AUTH-1506";"AFT-2018-042";"978-87-4568-893-6";"Eksport";"Lydbog";"B";"91774";"21/07/2018";"295";"108.80";"0.2487";"7982.28";"DKK";"0.00";"7815"
"14744";"Forskud";"AUTH-1506";"AFT-2018-042";"978-87-2819-403-4";"Boghandel";"Digital";"A";"73506";"15/08/2018";"416";"176.12";"0.1897";"13898.55";"DKK";"0.00";"7815"
"14745";"Salg";"AUTH-1506";"AFT-2018-042";"978-87-3588-454-6";"Online";"Special";"D";"91521";"17/08/2018";"1191";"48.35";"0.1588";"9144.47";"DKK";"0.00";"7815"
"14746";"Salg";"AUTH-1506";"AFT-2018-042";"978-87-1196-764-5";"Lydbog";"Lydbog";"B";"65961";"09/09/2018";"926";"209.44";"-0.05";"29905.77";"DKK";"0.00";"7815"
"14747";"Retur";"AUTH-1506";"AFT-2018-042";"978-87-2822-706-0";"Eksport";"Special";"B";"80942";"12/09/2018";"-1909";"416.10";"0.1762";"-139961.81";"DKK";"0.00";"7815"
"14748";"Forskud";"AUTH-1506";"AFT-2018-042";"978-87-2985-077-9";"Eksport";"Special";"B";"55851";"20/08/2018";"80";"392.06";"0.0925";"2901.24";"NOK";"0.00";"7815"
"14749";"Salg";"AUTH-1506";"AFT-2018-042";"978-87-3632-015-9";"E-bog";"Lydbog";"C";"66774";"21/07/2018";"1667";"200.21";"0.0643";"21460.13";"DKK";"0.00";"7815"
"14750";"Salg";"AUTH-1506";"AFT-2018-042";"978-87-6731-941-2";"E-bog";"Pocket";"B";"87625";"02/08/2018";"1713";"394.46";"0.1654";"111762.43";"DKK";"0.00";"7815"
